"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '-----------------------------------------------------')","[51784, 102134, 197209]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '  \t2) daisy:daisy-repository-common-impl:jar:1.5-dev')","[56659, 107009, 206959]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '     [ https://issues.apache.org/jira/browse/COCOON-2301?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ]')",[162284]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '    Affects Versions: 2.2-dev (Current SVN)')",[197934]
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testFuzzyKmeans(org.apache.mahout.clustering.cdbw.TestCDbwEvaluator)')","[273915, 274184, 274195, 274205]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'COCOON-1870 Lucene block does not store attributes when instructed so')","[138984, 179784]"
"('SequenceFilesFromMailArchivesMapper.java', 'org.apache.mahout.text.SequenceFilesFromMailArchivesMapper', 'parseMailboxLineByLine', '^subject: (.*)$', 'Testy McTester')","[236917, 238117]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'Hi,')",[198284]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'COCOON-1794 [PATCH] Propagation of namespaces to a repeaters child bindings and implementation of a move-node binding')","[23224, 43709, 74359, 94059, 140259, 181059]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1943')","[137134, 177934]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '-')","[11466, 15166, 32032, 35582, 60434, 63484, 66334, 83134, 85984, 110784, 116809, 124209, 157809, 164909, 214509]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'COCOON-1337 [PATCH] Suggestion for widget population')","[146184, 186984]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-2300')","[129134, 169934]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Message-ID: <7103927.76251283956837977.JavaMail.jira@thor>')","[16766, 67934, 127409]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1893')","[22449, 42934, 73584, 93284, 138709, 179509]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '            https://issues.apache.org/jira/browse/COCOON-1915')","[137884, 178684]"
"('ARFFIterator.java', 'org.apache.mahout.utils.vectors.arff.ARFFIterator', 'computeNext', '([\\w[^{]])*', '3')",[6707]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1506')","[24849, 45334, 75984, 95684, 143509, 184309]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '5) daisy:daisy-repository-common-impl:jar:1.5-dev')",[205684]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '    Attachment: CharsetFactory.patch')","[13991, 66009, 121859]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-865')","[28482, 48934, 79584, 99284, 150709, 191509]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'COCOON-1899 [PATCH] Cocoon XML:DB Implementation should not depend on Xindice')","[138234, 179034]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'COCOON-1946 [PATCH] - Javaflow Sample errors trying to enhance Javaflow classes and showing cform templates')","[136784, 177584]"
"('SequenceFilesFromMailArchivesMapper.java', 'org.apache.mahout.text.SequenceFilesFromMailArchivesMapper', 'parseMailboxLineByLine', '^subject: (.*)$', 'Received: (qmail 49267 invoked from network); 24 Jul 2000 19:13:53 -0000')","[236497, 237697]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'This is just a test message')","[231309, 234143]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Testy McTester')","[231414, 234251]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'Filter: COCOON-open-with-patch (114 issues)')",[128634]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', 'Mailing-List: contact dev-help@cocoon.apache.org; run by ezmlm')","[8991, 12141, 15841, 29757, 32707, 36309, 50209, 61009, 64159, 67009, 80859, 83809, 86659, 100559, 111859, 118159, 125559, 153259, 159159, 166259, 194059]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Subject: [jira] Updated: (COCOON-2300) jboss-5.1.0.GA vfszip protocol in')","[13266, 65284, 120409]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '  \t2) daisy:daisy-htmlcleaner:jar:1.5-dev')","[58734, 109084, 211109]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1573')","[24149, 44634, 75284, 94984, 142109, 182909]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '          Issue Type: Improvement')","[31557, 82659, 156859]"
"('SequenceFilesFromMailArchivesMapper.java', 'org.apache.mahout.text.SequenceFilesFromMailArchivesMapper', 'parseMailboxLineByLine', '^message-id: <(.*)>$', 'Return-Path: <somebody@example.com>')","[237022, 238222]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-825')","[151134, 191934]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', 'X-ASF-Spam-Status: No, hits=-2000.0 required=10.0')","[9541, 12691, 16391, 30307, 33257, 36859, 50759, 61559, 64709, 67559, 81409, 84359, 87209, 101109, 112959, 119259, 126659, 154359, 160259, 167359, 195159]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'COCOON-1200 [PATCH] XML CSS engine')","[27457, 47909, 78559, 98259, 148659, 189459]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'COCOON-881  [PATCH] file upload component for usage with flowscript')","[149984, 190784]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'Return-Path: <dev-return-102529-apmail-cocoon-dev-archive=cocoon.apache.org@cocoon.apache.org>')",[124734]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '                 URL: https://issues.apache.org/jira/browse/COCOON-2300')",[115334]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Message-ID: <15745146.103561284066698277.JavaMail.jira@thor>')","[33632, 84734, 161009]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'In-Reply-To: <4580051.103361284066572901.JavaMail.jira@thor>')",[161584]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'COCOON-717  [PATCH] Namespace cleanup in HTMLSerializer')","[28832, 49284, 79934, 99634, 151409, 192209]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '                 URL: https://issues.apache.org/jira/browse/COCOON-2302')",[197484]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Message-ID: <18851425.124221283374974231.JavaMail.jira@thor>')","[13066, 65084, 120009]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1810')","[23049, 43534, 74184, 93884, 139909, 180709]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'COCOON-1340 [PATCH] lucene block contribution : a AnalyzerManager component')","[146034, 186834]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'From dev-return-102533-apmail-cocoon-dev-archive=cocoon.apache.org@cocoon.apache.org Sat Sep 18 00:15:21 2010')","[49734, 100084, 193109]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testSerialization(org.apache.mahout.text.LuceneStorageConfigurationTest)')","[216306, 216327, 216358, 216369, 216379]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testMemoryLoad(org.apache.mahout.cf.taste.impl.similarity.jdbc.MySQLJDBCInMemoryItemSimilarityTest)')","[215516, 215537, 215547, 215558, 215568]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '\tfor <dev@cocoon.apache.org>; Sat, 18 Sep 2010 00:14:39 GMT')",[195834]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'Received: (qmail 17738 invoked by uid 500); 18 Sep 2010 00:15:20 -0000')",[193684]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', 'Received: (qmail 31836 invoked by uid 500); 9 Sep 2010 21:11:58 -0000')","[32657, 83759, 159059]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Issue Subscription')","[17316, 37734, 68484, 88084, 128509, 169109]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testMapReduce(org.apache.mahout.text.SequenceFilesFromMailArchivesTest)')","[227746, 227787, 227798, 227808]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'COCOON-2290 CLONE - Add a read method to the SitemapComponentTestCase')","[18166, 38684, 69334, 89034, 130209, 171009]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-1360')","[26007, 46459, 77109, 96809, 145759, 186559]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_0.fdx')","[602, 1114, 2042, 2648, 3096, 3719, 4229, 217136, 221013, 222017, 226010, 227968, 239088, 239646, 240434, 244377, 247235, 247743, 248897, 250445, 250951, 251467, 251980, 252534, 253641, 260823, 263846, 266448, 267759, 270228, 274865, 275524, 276350, 277252]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '            https://issues.apache.org/jira/browse/COCOON-1573')","[142084, 182884]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1398')","[25282, 45734, 76384, 96084, 144309, 185109]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testCluster2(org.apache.mahout.clustering.TestClusterEvaluator)')","[262646, 264217, 264228, 264238]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '      mvn deploy:deploy-file -DgroupId=daisy -DartifactId=daisy-repository-spi -Dversion=1.5-dev -Dpackaging=jar -Dfile=/path/to/file -Durl=[url] -DrepositoryId=[id]')",[207884]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-2032')","[134534, 175334]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'COCOON-1618 [PATCH] SoapGenerator/Serializer for Axis Block')","[141434, 182234]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', 'Received: (qmail 34824 invoked from network); 1 Sep 2010 21:03:16 -0000')","[11841, 63859, 117559]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'COCOON-1964 Redirects inside a block called via the servlet protocol fail')","[135984, 176784]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'COCOON-1738 double-listbox problem in repeaters')","[23299, 43784, 74434, 94134, 140409, 181209]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', ""COCOON-1384 [PATCH] flow redirector should allow explicit 'cocoon:' scheme"")","[144784, 185584]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'COCOON-1336 [PATCH] PortletWindowAspect: hiding portlet mode icons and new feature ""force-sizable""')","[26357, 46809, 77459, 97159, 146459, 187259]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'You can reply to this email to add a comment to the issue online.')","[11541, 15241, 32107, 35657, 60509, 63559, 66409, 83209, 86059, 110859, 116959, 124359, 157959, 165059, 214659]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'org.apache.mahout.utils.vectors.io.VectorWriterTest')",[36]
"('SequenceFilesFromMailArchivesMapper.java', 'org.apache.mahout.text.SequenceFilesFromMailArchivesMapper', 'parseMailboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'Content-Type: text/plain; charset=""US-ASCII""')","[237352, 238552]"
"('ARFFIterator.java', 'org.apache.mahout.utils.vectors.arff.ARFFIterator', 'computeNext', '([\\w[^{]])*', '{2}')",[6968]
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testSplitFilePctLocation(org.apache.mahout.utils.SplitInputTest)')","[215814, 216135, 216146, 216156]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'COCOON-1488 [PATCH] htmlunit-based testing, needs to be ported to 2.2')","[24899, 45384, 76034, 95734, 143609, 184409]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testGroups(org.apache.mahout.utils.regex.RegexMapperTest)')","[214867, 214929, 214940, 214950]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '  Try downloading the file manually from the project website.')","[53334, 54034, 54734, 55434, 56134, 56834, 57534, 58234, 58934, 103684, 104384, 105084, 105784, 106484, 107184, 107884, 108584, 109284, 200309, 201709, 203109, 204509, 205909, 207309, 208709, 210109, 211509]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '            https://issues.apache.org/jira/browse/COCOON-2100')","[133884, 174684]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'for artifact:')",[212984]
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_2.fdt')","[218875, 223809, 242606, 246063, 255465, 269513]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Reply-To: dev@cocoon.apache.org')","[9216, 12366, 16066, 29982, 32932, 36534, 50434, 61234, 64384, 67234, 81084, 84034, 86884, 100784, 112309, 118609, 126009, 153709, 159609, 166709, 194509]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-2260')","[18741, 39259, 69909, 89609, 131359, 172159]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'Issue Subscription')","[128484, 169084]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-1946')","[21574, 42059, 72709, 92409, 136959, 177759]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1360')","[145734, 186534]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '      mvn deploy:deploy-file -DgroupId=daisy -DartifactId=daisy-htmlcleaner -Dversion=1.5-dev -Dpackaging=jar -Dfile=/path/to/file -Durl=[url] -DrepositoryId=[id]')",[210684]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'COCOON-871  [PATCH] XML posting from SourceWritingTransformer by using an enhanced HTTPClientSource')","[150184, 190984]"
