"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '[21: multipartResolve(Bethel DE US)]')",[1124]
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'injured.')","[97960, 98632, 153933, 154557, 316701, 317373, 372674, 373298]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '[20: multipartResolve(Bethel North Rhine-Westphalia Germany)]')",[1080]
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'group')","[82483, 83349, 124280, 125326, 130126, 130972, 138174, 138827, 139512, 139959, 173143, 173315, 183748, 184257, 191177, 191859, 196285, 196906, 197710, 198298, 301224, 302090, 343021, 344067, 348867, 349713, 356915, 357568, 358253, 358700, 391884, 392056, 402489, 402998, 409918, 410600, 415026, 415647, 416451, 417039]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'locals.')","[50835, 51699, 269576, 270440]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'William')","[70535, 70978, 289276, 289719]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'administrations’')","[30101, 30897, 248842, 249638]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'governor')","[123705, 124774, 125975, 126616, 342446, 343515, 344716, 345357]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'sector')","[53832, 54540, 272573, 273281]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'At-least')","[90739, 91288, 309480, 310029]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'tactic.')","[200746, 200866, 419487, 419607]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'to')","[9493, 10051, 11240, 11659, 13617, 13835, 16264, 16614, 16833, 17169, 20568, 21105, 23667, 24087, 24925, 25175, 25753, 25993, 26616, 27193, 28448, 28773, 29014, 29326, 29626, 30441, 33548, 33768, 35647, 36035, 37710, 38338, 39177, 39739, 43245, 43886, 50210, 50810, 51099, 51675, 52011, 52701, 55053, 55278, 55644, 55860, 56229, 57070, 59512, 60156, 61273, 62000, 64122, 64172, 64439, 64487, 65276, 65613, 68168, 68603, 75014, 75314, 75893, 76181, 84614, 85032, 86474, 87124, 87249, 88048, 88672, 88792, 92029, 92154, 92604, 92947, 93067, 93499, 95902, 96227, 96644, 96956, 99631, 100946, 101877, 102352, 102714, 103170, 108966, 109523, 110646, 110821, 111121, 111532, 111700, 111988, 112547, 113230, 114885, 115298, 115580, 115705, 116001, 116121, 117627, 118172, 119167, 119996, 120508, 120975, 121401, 121897, 122481, 122681, 123123, 123315, 124080, 125134, 125850, 126496, 135080, 135447, 136065, 136140, 136747, 136819, 139072, 139317, 141369, 142527, 143606, 143801, 143998, 144693, 145719, 145819, 146230, 146326, 146573, 146891, 150588, 151370, 152757, 153051, 157850, 158261, 159627, 160238, 160840, 161530, 162338, 162774, 166632, 166932, 167511, 167799, 175022, 175122, 175647, 175772, 176561, 176657, 177161, 177281, 178085, 178210, 178548, 178668, 178966, 179141, 179416, 179856, 180024, 180288, 180905, 181338, 181986, 182086, 182916, 183012, 183598, 184113, 184502, 184627, 184677, 184827, 184927, 185122, 185242, 185290, 185434, 185530, 185852, 186152, 186277, 186567, 186855, 186975, 187399, 188310, 189200, 189450, 190065, 190305, 194189, 195113, 196635, 196760, 197242, 197362, 197910, 198490, 198698, 198996, 199448, 199923, 200117, 200573, 200991, 201186, 201658, 202242, 206210, 206435, 207109, 207325, 208845, 209566, 212991, 213501, 213770, 213965, 217704, 218529, 218772, 219564, 220888, 221383, 224117, 224267, 224774, 224918, 225290, 225878, 228234, 228792, 229981, 230400, 232358, 232576, 235005, 235355, 235574, 235910, 239309, 239846, 242408, 242828, 243666, 243916, 244494, 244734, 245357, 245934, 247189, 247514, 247755, 248067, 248367, 249182, 252289, 252509, 254388, 254776, 256451, 257079, 257918, 258480, 261986, 262627, 268951, 269551, 269840, 270416, 270752, 271442, 273794, 274019, 274385, 274601, 274970, 275811, 278253, 278897, 280014, 280741, 282863, 282913, 283180, 283228, 284017, 284354, 286909, 287344, 293755, 294055, 294634, 294922, 303355, 303773, 305215, 305865, 305990, 306789, 307413, 307533, 310770, 310895, 311345, 311688, 311808, 312240, 314643, 314968, 315385, 315697, 318372, 319687, 320618, 321093, 321455, 321911, 327707, 328264, 329387, 329562, 329862, 330273, 330441, 330729, 331288, 331971, 333626, 334039, 334321, 334446, 334742, 334862, 336368, 336913, 337908, 338737, 339249, 339716, 340142, 340638, 341222, 341422, 341864, 342056, 342821, 343875, 344591, 345237, 353821, 354188, 354806, 354881, 355488, 355560, 357813, 358058, 360110, 361268, 362347, 362542, 362739, 363434, 364460, 364560, 364971, 365067, 365314, 365632, 369329, 370111, 371498, 371792, 376591, 377002, 378368, 378979, 379581, 380271, 381079, 381515, 385373, 385673, 386252, 386540, 393763, 393863, 394388, 394513, 395302, 395398, 395902, 396022, 396826, 396951, 397289, 397409, 397707, 397882, 398157, 398597, 398765, 399029, 399646, 400079, 400727, 400827, 401657, 401753, 402339, 402854, 403243, 403368, 403418, 403568, 403668, 403863, 403983, 404031, 404175, 404271, 404593, 404893, 405018, 405308, 405596, 405716, 406140, 407051, 407941, 408191, 408806, 409046, 412930, 413854, 415376, 415501, 415983, 416103, 416651, 417231, 417439, 417737, 418189, 418664, 418858, 419314, 419732, 419927, 420399, 420983, 424951, 425176, 425850, 426066, 427586, 428307, 431732, 432242, 432511, 432706, 436445, 437270, 437513, 438305, 439629, 440124, 442858, 443008, 443515, 443659, 444031, 444619]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '[16: multipartResolve(London Ontario Canada)]')",[904]
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'information.')","[15956, 16052, 39427, 39979, 234697, 234793, 258168, 258720]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'table')","[44344, 44942, 263085, 263683]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'seen')","[48199, 49189, 189500, 190353, 203503, 203798, 266940, 267930, 408241, 409094, 422244, 422539]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Abdiweli')","[20368, 20913, 98931, 100274, 239109, 239654, 317672, 319015]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'believe')","[17353, 17726, 43270, 43910, 236094, 236467, 262011, 262651]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testResolveMultipartLocation[24: multipartResolve(London ENG GB)](com.bericotech.clavin.resolver.multipart.MultipartLocationResolverTest)')","[1279, 6164]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'made')","[27443, 27935, 29801, 30609, 43220, 43862, 62431, 63274, 94104, 95064, 176172, 177665, 246184, 246676, 248542, 249350, 261961, 262603, 281172, 282015, 312845, 313805, 394913, 396406]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'commitment')","[189175, 190041, 407916, 408782]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Hamar-weyne')","[32458, 33023, 251199, 251764]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '[23: multipartResolve(London ENG UK)]')",[1212]
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'halt')","[146598, 146915, 365339, 365656]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'League')","[54978, 55572, 56754, 57574, 273719, 274313, 275495, 276315]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'UNPOS')","[225190, 225782, 443931, 444523]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Hosingow,')","[132643, 133681, 351384, 352422]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Islam')","[141294, 142455, 360035, 361196]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'again')","[118817, 119660, 207898, 208577, 337558, 338401, 426639, 427318]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'today.')","[20793, 21321, 145894, 146398, 239534, 240062, 364635, 365139]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'witnesses')","[31605, 32158, 48924, 49885, 250346, 250899, 267665, 268626]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'same')","[206085, 206989, 208023, 208697, 424826, 425730, 426764, 427438]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'product')","[216605, 217241, 435346, 435982]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'held')","[210966, 211316, 212184, 212520, 429707, 430057, 430925, 431261]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'others,')","[34617, 35107, 253358, 253848]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'London-based')","[189750, 190593, 408491, 409334]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'close')","[59487, 60132, 75289, 76157, 166907, 167775, 278228, 278873, 294030, 294898, 385648, 386516]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Forces')","[52386, 53061, 156461, 156802, 271127, 271802, 375202, 375543]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '[36: multipartResolve([, , UK] 2,635,167)]')",[3343]
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Barre,')","[104741, 105491, 323482, 324232]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'shot')","[50285, 51171, 269026, 269912]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'saying')","[35547, 35939, 41811, 42502, 130501, 131332, 203628, 203918, 254288, 254680, 260552, 261243, 349242, 350073, 422369, 422659]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Matt')","[120558, 121023, 339299, 339764]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'during')","[53957, 54660, 137262, 137576, 272698, 273401, 356003, 356317]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', '“In')","[63947, 64271, 205585, 206509, 282688, 283012, 424326, 425250]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'responded')","[183823, 184329, 402564, 403070]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'say.')","[41200, 41560, 58321, 58921, 259941, 260301, 277062, 277662]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'moved')","[65101, 65445, 283842, 284186]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'due')","[56479, 57310, 275220, 276051]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'heart')","[75139, 76013, 166757, 167631, 293880, 294754, 385498, 386372]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'House')","[37560, 38194, 193839, 194777, 256301, 256935, 412580, 413518]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testResolveMultipartLocation[18: multipartResolve([Oxford, Oxfordshire, United Kingdom] 2,640,729)](com.bericotech.clavin.resolver.multipart.MultiLevelMultipartLocationResolverTest)')","[2574, 6802]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'districts')","[113794, 114307, 332535, 333048]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'capabilities')","[96002, 96740, 314743, 315481]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '[0: multipartResolve(Springfield Massachusetts United States)]')",[200]
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'intelligence')","[130851, 131668, 349592, 350409]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'setting')","[24600, 25441, 243341, 244182]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'humanity.”')","[85522, 85762, 304263, 304503]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'into')","[149170, 149666, 201483, 202074, 367911, 368407, 420224, 420815]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'heartfelt')","[86424, 88000, 305165, 306741]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testResolveMultipartLocation[20: multipartResolve(Bethel North Rhine-Westphalia Germany)](com.bericotech.clavin.resolver.multipart.MultipartLocationResolverTest)')","[1103, 6076]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'capable')","[128718, 129738, 347459, 348479]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'sector,')","[155282, 156078, 374023, 374819]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'ultimately')","[215780, 216073, 434521, 434814]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testResolveMultipartLocation[33: multipartResolve(  )](com.bericotech.clavin.resolver.multipart.MultipartLocationResolverTest)')","[1675, 6362]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'civilians')","[33598, 33816, 79873, 80512, 81121, 81441, 89647, 90422, 92479, 93379, 252339, 252557, 298614, 299253, 299862, 300182, 308388, 309163, 311220, 312120]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'report')","[190802, 191499, 409543, 410240]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'roadside')","[76828, 77630, 168446, 169248, 295569, 296371, 387187, 387989]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'liberated')","[100031, 101330, 106347, 106996, 178816, 179712, 318772, 320071, 325088, 325737, 397557, 398453]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'brainwashed')","[43520, 44150, 262261, 262891]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testResolveMultipartLocation[34: multipartResolve([London, , ] 2,643,743)](com.bericotech.clavin.resolver.multipart.MultiLevelMultipartLocationResolverTest)')","[3278, 7154]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'urged')","[152682, 152979, 371423, 371720]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'outside')","[171592, 172053, 390333, 390794]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'need:')","[11340, 11755, 230081, 230496]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'promised')","[221163, 221647, 439904, 440388]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'doors')","[65837, 66179, 184427, 185050, 284578, 284920, 403168, 403791]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Normalcy')","[143898, 144597, 362639, 363338]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'envoy,')","[28298, 28870, 247039, 247611]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'saw')","[154882, 155694, 373623, 374435]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'blast')","[71954, 72703, 74764, 75653, 163572, 164321, 166382, 167271, 290695, 291444, 293505, 294394, 382313, 383062, 385123, 386012]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testResolveMultipartLocation[21: multipartResolve([Boston, Davao, Philippines] 1,723,862)](com.bericotech.clavin.resolver.multipart.MultiLevelMultipartLocationResolverTest)')","[2706, 6868]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'strongly')","[79698, 80344, 298439, 299085]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'defectors')","[41711, 42406, 260452, 261147]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Shabaab')","[35397, 35795, 41125, 41488, 51911, 52605, 77945, 78520, 78792, 79344, 89797, 90566, 94504, 95448, 112747, 113422, 124355, 125398, 127211, 127656, 130176, 131020, 132443, 133489, 137674, 138347, 138997, 139245, 140494, 141687, 142747, 143145, 153433, 154077, 155132, 155934, 157160, 157404, 158545, 158989, 159702, 160310, 160640, 161338, 169563, 170138, 170410, 170962, 173193, 173363, 254138, 254536, 259866, 260229, 270652, 271346, 296686, 297261, 297533, 298085, 308538, 309307, 313245, 314189, 331488, 332163, 343096, 344139, 345952, 346397, 348917, 349761, 351184, 352230, 356415, 357088, 357738, 357986, 359235, 360428, 361488, 361886, 372174, 372818, 373873, 374675, 375901, 376145, 377286, 377730, 378443, 379051, 379381, 380079, 388304, 388879, 389151, 389703, 391934, 392104]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'day,')","[181886, 182820, 400627, 401561]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Military')","[53432, 54156, 157525, 157949, 272173, 272897, 376266, 376690]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'militias')","[137699, 138371, 144373, 145053, 147872, 148816, 356440, 357112, 363114, 363794, 366613, 367557]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'importance')","[105947, 106612, 110396, 111292, 324688, 325353, 329137, 330033]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'decades.')","[176297, 177785, 395038, 396526]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Peter')","[193989, 194921, 412730, 413662]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'emergency')","[12782, 13154, 231523, 231895]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', '[a]')","[175697, 177209, 394438, 395950]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'condemns')","[79723, 80368, 298464, 299109]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'event')","[122331, 122979, 341072, 341720]"
