"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_7_Lucene50_0.doc')",[950225]
"('Settings.java', 'org.elasticsearch.common.settings.Settings$Builder', 'removeNonArraysFieldsIfNewSettingsContainsFieldAsArray', '(.*)\\.\\d+$', 'node.local')","[1046, 1496, 1967, 2470, 4872, 5322, 5793, 6296, 8698, 9148, 9619, 10122, 12515, 12845, 13220, 13582, 13945, 141254, 141652, 264416, 264866, 265337, 265840, 268242, 268692, 269163, 269666, 272068, 272518, 272989, 273492, 275804, 276134, 276509, 276871, 277234, 413732, 414130, 550918, 551368, 551839, 552342, 554744, 555194, 555665, 556168, 558570, 559020, 559491, 559994, 562306, 562636, 563011, 563373, 563736, 700941, 701391, 701862, 702365, 704767, 705217, 705688, 706191, 708593, 709043, 709514, 710017, 712329, 712659, 713034, 713385, 713783, 714844, 715892, 716317, 720287, 720737, 721208, 721711, 724113, 724563, 725034, 725537, 727939, 728389, 728860, 729363, 731675, 732005, 732380, 732949, 733565, 733955, 734318, 742778, 743228, 743699, 744202, 746604, 747054, 747525, 748028, 750430, 750880, 751351, 751854, 754166, 754496, 754871, 755222, 756457, 756882, 757280, 765148, 765598, 766069, 766572, 768974, 769424, 769895, 770398, 772800, 773250, 773721, 774224, 776536, 776866, 777241, 777571, 777901, 778231, 778561, 778943, 779306, 780634, 780942, 781250, 781613, 781988, 782398, 787046, 788212, 788637, 791010, 791373, 798527, 798977, 799448, 799951, 802353, 802803, 803274, 803777, 806179, 806629, 807100, 807603, 809915, 810245, 810620, 810971, 811334, 812243, 812606, 814356, 814719, 820161, 820611, 821082, 821585, 823987, 824437, 824908, 825411, 827813, 828263, 828734, 829237, 831549, 831879, 832254, 832584, 832914, 833320, 834294, 834657, 835113, 835511, 838535, 839604, 840025, 844959, 845409, 845880, 846383, 848785, 849235, 849706, 850209, 852611, 853061, 853532, 854035, 856347, 856677, 857052, 857403, 857766, 859329, 859945, 860335, 863950, 864400, 864871, 865374, 867776, 868226, 868697, 869200, 871602, 872052, 872523, 873026, 875338, 875668, 876043, 876394, 876757, 877755, 878807, 879197, 884099, 884549, 885020, 885523, 887925, 888375, 888846, 889349, 891751, 892201, 892672, 893175, 895487, 895817, 896192, 896543, 896906, 898975, 899373, 899763, 906424, 906874, 907345, 907848, 910250, 910700, 911171, 911674, 914076, 914526, 914997, 915500, 917812, 918142, 918517, 919515, 920128, 920553, 920916, 929130, 929580, 930051, 930554, 932956, 933406, 933877, 934380, 936782, 937232, 937703, 938206, 940518, 940848, 941223, 941574, 941937, 943153, 943987, 944377, 951687, 952137, 952608, 953111, 955513, 955963, 956434, 956937, 959339, 959789, 960260, 960763, 963075, 963405, 963780, 964785, 965401, 965791, 968964, 969414, 969885, 970388, 972790, 973240, 973711, 974214, 976616, 977066, 977537, 978040, 980352, 980682, 981057, 981408, 981771, 982850, 983431, 983856, 987021, 987456, 987911, 988397, 990723, 991158, 991613, 992099, 994425, 994860, 995315, 995801, 998045, 998375, 998750, 999755, 1000336, 1000761, 1001124]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_0.si')","[14585, 263626, 263865, 264104, 277874, 550128, 550367, 550606, 564376, 700124, 700363, 700602, 714486, 716840, 717585, 717940, 718420, 719140, 719327, 719514, 734989, 735926, 736799, 736832, 737285, 740935, 741296, 741657, 742018, 742292, 757948, 758436, 759342, 759795, 760701, 783206, 783764, 784217, 784670, 785576, 786384, 787799, 790652, 792288, 792368, 792723, 793433, 794418, 794498, 794853, 794988, 795175, 795362, 795549, 795736, 795923, 796110, 796297, 796745, 796932, 797206, 797480, 797667, 797941, 798215, 812072, 816165, 816394, 816749, 817104, 836116, 836569, 837022, 837475, 837928, 840938, 841293, 841648, 843421, 843608, 844221, 858504, 861248, 861603, 861958, 862313, 862803, 862990, 863177, 863364, 877397, 880030, 880110, 880820, 881175, 882952, 883139, 883326, 883513, 897608, 897963, 900321, 900676, 901306, 921556, 921911, 922266, 922621, 923038, 927722, 927996, 942577, 944935, 945565, 945645, 946000, 950098, 950640, 950914, 966349, 966704, 967059, 967689, 967769, 967904, 968091, 968278, 968465, 968652, 984414, 984769, 985124, 985479, 985834, 985969, 986156, 986343, 986530, 986717, 1001729, 1002084, 1002474, 1002829, 1003894, 1007384, 1007658, 1008019, 1008293, 1008654]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\.', 'W')","[41728, 42208, 46048, 57568, 82048, 85888, 163959, 164439, 168279, 179799, 204279, 208119, 299931, 300411, 304251, 315771, 340251, 344091, 436437, 436917, 440757, 452277, 476757, 480597, 586433, 586913, 590753, 602273, 626753, 630593]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\d+\\.', '4')","[24496, 146727, 282699, 419205, 569201]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_7_Lucene54_0.dvd')",[950200]
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\[\\d+\\]', 'T')","[27904, 30784, 39424, 40864, 41344, 45184, 46624, 47584, 52384, 53824, 69664, 74944, 76384, 79744, 83104, 91744, 98464, 102304, 102784, 109984, 114304, 118144, 123424, 126784, 127264, 127744, 128704, 129184, 129664, 132544, 138304, 150135, 153015, 161655, 163095, 163575, 167415, 168855, 169815, 174615, 176055, 191895, 197175, 198615, 201975, 205335, 213975, 220695, 224535, 225015, 232215, 236535, 240375, 245655, 249015, 249495, 249975, 250935, 251415, 251895, 254775, 260535, 286107, 288987, 297627, 299067, 299547, 303387, 304827, 305787, 310587, 312027, 327867, 333147, 334587, 337947, 341307, 349947, 356667, 360507, 360987, 368187, 372507, 376347, 381627, 384987, 385467, 385947, 386907, 387387, 387867, 390747, 396507, 422613, 425493, 434133, 435573, 436053, 439893, 441333, 442293, 447093, 448533, 464373, 469653, 471093, 474453, 477813, 486453, 493173, 497013, 497493, 504693, 509013, 512853, 518133, 521493, 521973, 522453, 523413, 523893, 524373, 527253, 533013, 572609, 575489, 584129, 585569, 586049, 589889, 591329, 592289, 597089, 598529, 614369, 619649, 621089, 624449, 627809, 636449, 643169, 647009, 647489, 654689, 659009, 662849, 668129, 671489, 671969, 672449, 673409, 673889, 674369, 677249, 683009]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_6.nvd')",[949511]
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\[\\d+\\]', 'R')","[106624, 108064, 228855, 230295, 364827, 366267, 501333, 502773, 651329, 652769]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[IVXL]+\\.', ' ')","[55072, 55552, 56512, 67072, 67552, 70912, 71392, 74272, 86752, 87232, 87712, 89152, 89632, 90112, 90592, 91072, 100672, 107392, 116992, 123232, 139552, 177303, 177783, 178743, 189303, 189783, 193143, 193623, 196503, 208983, 209463, 209943, 211383, 211863, 212343, 212823, 213303, 222903, 229623, 239223, 245463, 261783, 313275, 313755, 314715, 325275, 325755, 329115, 329595, 332475, 344955, 345435, 345915, 347355, 347835, 348315, 348795, 349275, 358875, 365595, 375195, 381435, 397755, 449781, 450261, 451221, 461781, 462261, 465621, 466101, 468981, 481461, 481941, 482421, 483861, 484341, 484821, 485301, 485781, 495381, 502101, 511701, 517941, 534261, 599777, 600257, 601217, 611777, 612257, 615617, 616097, 618977, 631457, 631937, 632417, 633857, 634337, 634817, 635297, 635777, 645377, 652097, 661697, 667937, 684257]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\d+\\.', 'F')","[49936, 172167, 308139, 444645, 594641]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_6_Lucene50_0.doc')",[949543]
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_3_Lucene54_0.dvm')","[740495, 761702, 789775, 818574, 881642, 902804, 904308, 926572, 927282, 947306, 1004685]"
"('Files.java', 'java.nio.file.Files$1', 'accept', '^state-[^/]*$', 'state-0.st')","[14145, 14180, 14215, 277434, 277469, 277504, 563936, 563971, 564006, 713573, 713983, 714018, 733355, 733765, 733800, 756657, 756692, 756727, 779584, 779759, 779825, 782278, 782598, 782633, 782668, 783226, 783261, 811534, 811569, 811604, 834857, 834892, 834927, 835301, 835711, 835746, 857966, 858001, 858036, 876957, 876992, 877027, 897106, 897141, 897176, 920328, 920363, 920398, 942137, 942172, 942207, 965191, 965601, 965636, 981971, 982006, 982041, 1000536, 1000571, 1000606]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[A-Z]\\)', 'H')","[30496, 31456, 32416, 32896, 33856, 34816, 35776, 37216, 37696, 39136, 49696, 50656, 57376, 59296, 60256, 62176, 63616, 65536, 72256, 73216, 75616, 77056, 77536, 78976, 79456, 88096, 92416, 94816, 95296, 99136, 102016, 104416, 105376, 111136, 115456, 119296, 119776, 121216, 122656, 133216, 133696, 140416, 140896, 152727, 153687, 154647, 155127, 156087, 157047, 158007, 159447, 159927, 161367, 171927, 172887, 179607, 181527, 182487, 184407, 185847, 187767, 194487, 195447, 197847, 199287, 199767, 201207, 201687, 210327, 214647, 217047, 217527, 221367, 224247, 226647, 227607, 233367, 237687, 241527, 242007, 243447, 244887, 255447, 255927, 262647, 263127, 288699, 289659, 290619, 291099, 292059, 293019, 293979, 295419, 295899, 297339, 307899, 308859, 315579, 317499, 318459, 320379, 321819, 323739, 330459, 331419, 333819, 335259, 335739, 337179, 337659, 346299, 350619, 353019, 353499, 357339, 360219, 362619, 363579, 369339, 373659, 377499, 377979, 379419, 380859, 391419, 391899, 398619, 399099, 425205, 426165, 427125, 427605, 428565, 429525, 430485, 431925, 432405, 433845, 444405, 445365, 452085, 454005, 454965, 456885, 458325, 460245, 466965, 467925, 470325, 471765, 472245, 473685, 474165, 482805, 487125, 489525, 490005, 493845, 496725, 499125, 500085, 505845, 510165, 514005, 514485, 515925, 517365, 527925, 528405, 535125, 535605, 575201, 576161, 577121, 577601, 578561, 579521, 580481, 581921, 582401, 583841, 594401, 595361, 602081, 604001, 604961, 606881, 608321, 610241, 616961, 617921, 620321, 621761, 622241, 623681, 624161, 632801, 637121, 639521, 640001, 643841, 646721, 649121, 650081, 655841, 660161, 664001, 664481, 665921, 667361, 677921, 678401, 685121, 685601]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[A-Z]\\.', 'M')","[51520, 60640, 173751, 182871, 309723, 318843, 446229, 455349, 596225, 605345]"
"('PackagePartName.java', 'org.apache.poi.openxml4j.opc.PackagePartName', 'isRelationshipPartURI', '^.*/_rels/.*\\.rels$', '/word/_rels/numbering.xml.rels')","[408566, 408622, 544771, 544827, 694767, 694823]"
"('PackagingURIHelper.java', 'org.apache.poi.openxml4j.opc.PackagingURIHelper', 'toURI', '\\w+://', '/docProps/app.xml')","[403449, 410304, 539654, 546509, 689650, 696505]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_5_Lucene50_0.doc')","[882556, 949243, 1006988]"
"('PackagingURIHelper.java', 'org.apache.poi.openxml4j.opc.PackagingURIHelper', 'toURI', '\\w+://', 'footer1.xml')","[406323, 542528, 692524]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\[\\d+\\]', 'i')","[77824, 200055, 336027, 472533, 622529]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_0.fdt')","[14505, 263546, 277794, 550048, 564296, 700044, 714385, 716760, 717505, 717860, 718215, 734909, 735724, 736566, 736630, 737184, 757847, 758335, 759241, 759694, 760600, 783105, 783663, 784116, 784569, 785022, 786283, 787698, 790551, 791933, 792208, 792643, 793273, 794063, 794338, 794773, 811971, 816064, 816293, 816669, 817024, 836036, 836468, 836921, 837374, 837827, 840858, 841213, 841568, 858403, 861168, 861523, 861878, 862233, 877317, 879675, 879950, 880740, 881095, 897528, 897883, 900241, 900596, 901226, 921476, 921831, 922186, 922541, 922958, 942497, 944855, 945210, 945539, 945920, 966269, 966624, 966979, 967334, 967609, 984334, 984689, 985044, 985399, 985754, 1001649, 1002004, 1002394, 1002749, 1003814]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[a-z]\\)', 'D')","[26704, 114064, 139024, 148935, 236295, 261255, 284907, 372267, 397227, 421413, 508773, 533733, 571409, 658769, 683729]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[a-z]\\.', 'S')","[33328, 35248, 36688, 40528, 42928, 43408, 53488, 92848, 98128, 99568, 116368, 155559, 157479, 158919, 162759, 165159, 165639, 175719, 215079, 220359, 221799, 238599, 291531, 293451, 294891, 298731, 301131, 301611, 311691, 351051, 356331, 357771, 374571, 428037, 429957, 431397, 435237, 437637, 438117, 448197, 487557, 492837, 494277, 511077, 578033, 579953, 581393, 585233, 587633, 588113, 598193, 637553, 642833, 644273, 661073]"
"('Joda.java', 'org.elasticsearch.common.joda.Joda$EpochTimeParser', 'parseInto', '^-?\\d{1,13}$', '1515825137280')",[881206]
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[a-z]\\)', 'i')","[78064, 200295, 336267, 472773, 622769]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\.', 'S')","[33088, 35008, 36448, 40288, 42688, 43168, 53248, 92608, 97888, 99328, 116128, 155319, 157239, 158679, 162519, 164919, 165399, 175479, 214839, 220119, 221559, 238359, 291291, 293211, 294651, 298491, 300891, 301371, 311451, 350811, 356091, 357531, 374331, 427797, 429717, 431157, 434997, 437397, 437877, 447957, 487317, 492597, 494037, 510837, 577793, 579713, 581153, 584993, 587393, 587873, 597953, 637313, 642593, 644033, 660833]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[ivxl]+\\.', '7')","[25840, 148071, 284043, 420549, 570545]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\.', 'p')","[88288, 210519, 346491, 482997, 632993]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_4_Lucene50_0.tim')","[763586, 882053, 904688, 947717, 1006485]"
"('PackagingURIHelper.java', 'org.apache.poi.openxml4j.opc.PackagingURIHelper', 'toURI', '\\w+://', '/word/footnotes.xml')","[401520, 404221, 537725, 540426, 687721, 690422]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\d+\\.', '1')","[20176, 20656, 21136, 21616, 142407, 142887, 143367, 143847, 278379, 278859, 279339, 279819, 414885, 415365, 415845, 416325, 564881, 565361, 565841, 566321]"
"('Joda.java', 'org.elasticsearch.common.joda.Joda$EpochTimeParser', 'parseInto', '^-?\\d{1,13}$', '1515825150990')",[896403]
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\.', 's')","[108928, 231159, 367131, 503637, 653633]"
"('MediaType.java', 'org.apache.tika.mime.MediaType', 'parse', '(?s)\\s*([^\\c\\(\\)<>@,;:\\\\""/\\[\\]\\?=\\s]+)\\s*/\\s*([^\\c\\(\\)<>@,;:\\\\""/\\[\\]\\?=\\s]+)\\s*($|;.*)', 'application/x-berkeley-db;format=hash;version=2')","[15520, 17957]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\d+\\.', 'W')","[41776, 42256, 46096, 57616, 82096, 85936, 164007, 164487, 168327, 179847, 204327, 208167, 299979, 300459, 304299, 315819, 340299, 344139, 436485, 436965, 440805, 452325, 476805, 480645, 586481, 586961, 590801, 602321, 626801, 630641]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\d+\\.', '6')","[24976, 147207, 283179, 419685, 569681]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\d+\\)', 'i')","[77872, 200103, 336075, 472581, 622577]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[A-Z]\\)', 'P')","[45856, 51136, 65056, 68416, 69376, 76096, 80416, 80896, 81376, 97696, 114976, 168087, 173367, 187287, 190647, 191607, 198327, 202647, 203127, 203607, 219927, 237207, 304059, 309339, 323259, 326619, 327579, 334299, 338619, 339099, 339579, 355899, 373179, 440565, 445845, 459765, 463125, 464085, 470805, 475125, 475605, 476085, 492405, 509685, 590561, 595841, 609761, 613121, 614081, 620801, 625121, 625601, 626081, 642401, 659681]"
"('PDFParser.java', 'org.apache.pdfbox.pdfparser.PDFParser', 'skipToNextObj', '\\d+\\s+\\d+\\s+obj.*', '�\n4 0 obj\n<<\n/Ti')","[19989, 142220, 278192, 414698, 564694]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_4.fnm')","[763711, 882178, 904813, 947842, 1006610]"
"('MediaType.java', 'org.apache.tika.mime.MediaType', 'parse', '(?s)\\s*([^\\c\\(\\)<>@,;:\\\\""/\\[\\]\\?=\\s]+)\\s*/\\s*([^\\c\\(\\)<>@,;:\\\\""/\\[\\]\\?=\\s]+)\\s*($|;.*)', 'application/sereal;version=3')","[15080, 17509]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\d+\\)', 'T')","[27952, 30832, 39472, 40912, 41392, 45232, 46672, 47632, 52432, 53872, 69712, 74992, 76432, 79792, 83152, 91792, 98512, 102352, 102832, 110032, 114352, 118192, 123472, 126832, 127312, 127792, 128752, 129232, 129712, 132592, 138352, 150183, 153063, 161703, 163143, 163623, 167463, 168903, 169863, 174663, 176103, 191943, 197223, 198663, 202023, 205383, 214023, 220743, 224583, 225063, 232263, 236583, 240423, 245703, 249063, 249543, 250023, 250983, 251463, 251943, 254823, 260583, 286155, 289035, 297675, 299115, 299595, 303435, 304875, 305835, 310635, 312075, 327915, 333195, 334635, 337995, 341355, 349995, 356715, 360555, 361035, 368235, 372555, 376395, 381675, 385035, 385515, 385995, 386955, 387435, 387915, 390795, 396555, 422661, 425541, 434181, 435621, 436101, 439941, 441381, 442341, 447141, 448581, 464421, 469701, 471141, 474501, 477861, 486501, 493221, 497061, 497541, 504741, 509061, 512901, 518181, 521541, 522021, 522501, 523461, 523941, 524421, 527301, 533061, 572657, 575537, 584177, 585617, 586097, 589937, 591377, 592337, 597137, 598577, 614417, 619697, 621137, 624497, 627857, 636497, 643217, 647057, 647537, 654737, 659057, 662897, 668177, 671537, 672017, 672497, 673457, 673937, 674417, 677297, 683057]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[a-z]\\.', 'B')","[65968, 103888, 104848, 105808, 188199, 226119, 227079, 228039, 324171, 362091, 363051, 364011, 460677, 498597, 499557, 500517, 610673, 648593, 649553, 650513]"
