"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'com.cc.lmsfc.common.test.RedisTest')","[284, 1649213]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'SpringDataJaxb$OrderDto.class')","[139631, 468488, 797319, 1126150, 1454981]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'impl')","[58490, 387347, 716178, 1045009, 1373840]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RedisTemplate$26.class')","[184775, 513632, 842463, 1171294, 1500125]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'LettuceConverters$7.class')","[160313, 489170, 818001, 1146832, 1475663]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'BasicPersistentEntity.class')","[104423, 433280, 762111, 1090942, 1419773]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'OxmSerializer.class')","[145247, 474104, 802935, 1131766, 1460597]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'lettuce')","[157181, 486038, 814869, 1143700, 1472531]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '\\Qrepository\\E', 'history')","[113117, 441974, 770805, 1099636, 1428467]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'QAbstractAuditable.class')","[75425, 404282, 733113, 1061944, 1390775]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'spring-repository-1.8.xsd')","[125159, 454016, 782847, 1111678, 1440509]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'Procedure.class')","[94001, 422858, 751689, 1080520, 1409351]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '\\Qsupport\\E', 'core')","[130397, 130559, 130721, 130883, 131045, 131207, 131423, 131639, 131855, 132071, 132287, 132503, 132719, 132935, 133151, 133367, 133583, 133799, 134015, 134231, 134447, 134663, 134879, 135095, 135311, 135527, 135743, 135959, 136175, 136391, 136607, 136823, 137039, 137255, 137471, 137687, 137849, 459254, 459416, 459578, 459740, 459902, 460064, 460280, 460496, 460712, 460928, 461144, 461360, 461576, 461792, 462008, 462224, 462440, 462656, 462872, 463088, 463304, 463520, 463736, 463952, 464168, 464384, 464600, 464816, 465032, 465248, 465464, 465680, 465896, 466112, 466328, 466544, 466706, 788085, 788247, 788409, 788571, 788733, 788895, 789111, 789327, 789543, 789759, 789975, 790191, 790407, 790623, 790839, 791055, 791271, 791487, 791703, 791919, 792135, 792351, 792567, 792783, 792999, 793215, 793431, 793647, 793863, 794079, 794295, 794511, 794727, 794943, 795159, 795375, 795537, 1116916, 1117078, 1117240, 1117402, 1117564, 1117726, 1117942, 1118158, 1118374, 1118590, 1118806, 1119022, 1119238, 1119454, 1119670, 1119886, 1120102, 1120318, 1120534, 1120750, 1120966, 1121182, 1121398, 1121614, 1121830, 1122046, 1122262, 1122478, 1122694, 1122910, 1123126, 1123342, 1123558, 1123774, 1123990, 1124206, 1124368, 1445747, 1445909, 1446071, 1446233, 1446395, 1446557, 1446773, 1446989, 1447205, 1447421, 1447637, 1447853, 1448069, 1448285, 1448501, 1448717, 1448933, 1449149, 1449365, 1449581, 1449797, 1450013, 1450229, 1450445, 1450661, 1450877, 1451093, 1451309, 1451525, 1451741, 1451957, 1452173, 1452389, 1452605, 1452821, 1453037, 1453199]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RedisTemplate$7.class')","[184991, 513848, 842679, 1171510, 1500341]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RedisTemplate$15.class')","[195899, 524756, 853587, 1182418, 1511249]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'Jpa21Utils.class')","[84713, 413570, 742401, 1071232, 1400063]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'JpaResultConverters.class')","[94433, 423290, 752121, 1080952, 1409783]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'ScriptExecutor.class')","[199679, 528536, 857367, 1186198, 1515029]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'FilterRuleService.class')","[50292, 379149, 707980, 1036811, 1365642]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'JpaQueryLookupStrategy$CreateIfNotFoundQueryLookupStrategy.class')","[90761, 419618, 748449, 1077280, 1406111]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'IsNewStrategyFactorySupport.class')","[143195, 472052, 800883, 1129714, 1458545]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultZSetOperations$9.class')","[193091, 521948, 850779, 1179610, 1508441]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'ParameterMetadataProvider.class')","[90113, 418970, 747801, 1076632, 1405463]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RedisTemplate$30.class')","[198815, 527672, 856503, 1185334, 1514165]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'MessageListener.class')","[149297, 478154, 806985, 1135816, 1464647]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultZSetOperations.class')","[189635, 518492, 847323, 1176154, 1504985]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RedisMessage.class')","[23885, 352742, 681573, 1010404, 1339235]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'Specifications$ComposedSpecification.class')","[77261, 406118, 734949, 1063780, 1392611]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'ZSetOperations$TypedTuple.class')","[195791, 524648, 853479, 1182310, 1511141]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'spring-jpa-1.1.xsd')","[97349, 426206, 755037, 1083868, 1412699]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RedisTemplate$3.class')","[191363, 520220, 849051, 1177882, 1506713]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'StringQueryParameterBinder.class')","[84497, 413354, 742185, 1071016, 1399847]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultListOperations$4.class')","[180887, 509744, 838575, 1167406, 1496237]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'Association.class')","[107501, 436358, 765189, 1094020, 1422851]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultListOperations$6.class')","[182183, 511040, 839871, 1168702, 1497533]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'GeoModule$BoxMixin.class')","[108851, 437708, 766539, 1095370, 1424201]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RepositoryProxyPostProcessor.class')","[136715, 465572, 794403, 1123234, 1452065]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RedisMessageListenerContainer$SubscriptionTask$PatternSubscriptionTask.class')","[177485, 506342, 835173, 1164004, 1492835]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'HashOperationsEditor.class')","[189851, 518708, 847539, 1176370, 1505201]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '\\Qtest-spring-common.xml\\E', 'test-spring-common.xml')","[4180, 333037, 661868, 990699, 1319530]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'TransactionResultConverter.class')","[163445, 492302, 821133, 1149964, 1478795]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\QFilterDetailDAOImpl.class\\E', 'ResourceDAO.class')","[307459, 656140, 975059, 1303890, 1533601]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'CrudMethodMetadataPostProcessor$1.class')","[80393, 409250, 738081, 1066912, 1395743]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'LettuceConnection$TypeHints.class')","[158531, 487388, 816219, 1145050, 1473881]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultZSetOperations$3.class')","[193955, 522812, 851643, 1180474, 1509305]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'AbstractEntityInformation.class')","[136931, 465788, 794619, 1123450, 1452281]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'Sort$Direction.class')","[139577, 468434, 797265, 1126096, 1454927]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'LettuceConverters$9.class')","[158045, 486902, 815733, 1144564, 1473395]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultBoundSetOperations.class')","[191903, 520760, 849591, 1178422, 1507253]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'SetConverter.class')","[164255, 493112, 821943, 1150774, 1479605]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'LettuceConverters$8.class')","[159341, 488198, 817029, 1145860, 1474691]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\QArticleDAOImpl.class\\E', 'FilterRuleDAO.class')","[329761, 549586, 967625, 1316280, 1635199]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RedisCollectionFactoryBean$CollectionType$4.class')","[171815, 500672, 829503, 1158334, 1487165]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*', 'spring')","[3750, 4137, 4567, 4988, 332607, 332994, 333424, 333845, 661438, 661825, 662255, 662676, 990269, 990656, 991086, 991507, 1319100, 1319487, 1319917, 1320338, 1647931, 1648318, 1648748, 1649169]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'JpaPersistentEntity.class')","[100373, 429230, 758061, 1086892, 1415723]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'Modifying.class')","[78125, 406982, 735813, 1064644, 1393475]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'ParameterOutOfBoundsException.class')","[119219, 448076, 776907, 1105738, 1434569]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultHashOperations$11.class')","[185963, 514820, 843651, 1172482, 1501313]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'JodaTimeConverters$DateToLocalDateConverter.class')","[112037, 440894, 769725, 1098556, 1427387]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DomainClassPropertyEditor.class')","[129965, 458822, 787653, 1116484, 1445315]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'JpaMetamodelMappingContextFactoryBean.class')","[98537, 427394, 756225, 1085056, 1413887]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'spring-repository-1.6.xsd')","[128291, 457148, 785979, 1114810, 1443641]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'SrpConnection.class')","[152807, 481664, 810495, 1139326, 1468157]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RepositoryFactoryBeanSupport.class')","[135635, 464492, 793323, 1122154, 1450985]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'AuditableBeanWrapperFactory$AuditableInterfaceBeanWrapper.class')","[142925, 471782, 800613, 1129444, 1458275]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'TypeFilterParser$FilterType$4.class')","[141575, 470432, 799263, 1128094, 1456925]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultPersistentPropertyPath$PropertyNameConverter.class')","[106421, 435278, 764109, 1092940, 1421771]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'SimpleTypeInformationMapper.class')","[111875, 440732, 769563, 1098394, 1427225]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'AbstractMappingContext.class')","[106637, 435494, 764325, 1093156, 1421987]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultValueOperations$12.class')","[193415, 522272, 851103, 1179934, 1508765]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\QArticleTaskJobDAOImpl.class\\E', 'ResourceDAO.class')","[277723, 636316, 925499, 1224594, 1563337]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultSetOperations$4.class')","[196007, 524864, 853695, 1182526, 1511357]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RepositoryFactorySupport$QueryExecutorMethodInterceptor.class')","[131963, 460820, 789651, 1118482, 1447313]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RepositoryConfigurationExtension.class')","[127319, 456176, 785007, 1113838, 1442669]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\QRoleDAOImpl.class\\E', 'FilterDAO.class')","[299199, 598320, 907327, 1206422, 1555077]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'JpaQueryCreator.class')","[85793, 414650, 743481, 1072312, 1401143]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'QueryExecutionConverters$NullableWrapperToGuavaOptionalConverter.class')","[120839, 449696, 778527, 1107358, 1436189]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultZSetOperations$26.class')","[186935, 515792, 844623, 1173454, 1502285]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'JredisUtils.class')","[165605, 494462, 823293, 1152124, 1480955]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'CamelCaseAbbreviatingFieldNamingStrategy.class')","[103451, 432308, 761139, 1089970, 1418801]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RedisTemplate$20.class')","[180779, 509636, 838467, 1167298, 1496129]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'TransactionalRepositoryProxyPostProcessor.class')","[137363, 466220, 795051, 1123882, 1452713]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'TypeInformation.class')","[110795, 439652, 768483, 1097314, 1426145]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RedisSentinelConfiguration.class')","[149405, 478262, 807093, 1135924, 1464755]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'AnnotatedTypeScanner$InterfaceAwareScanner.class')","[110903, 439760, 768591, 1097422, 1426253]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'PersistenceProvider.class')","[81689, 410546, 739377, 1068208, 1397039]"
